reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Avery Clark,Taylor Bennett,23 February 2024,03:56,Communications,"grinder malfunction caused a fuel leak, injuring a contractor.",Shipyard Pier,Accident,Yes,Electric shock from faulty wiring
Alex Cooper,Rowan Payne,01 June 2025,20:05,Security,"Worker fell from scaffolding while painting, resulting in a fractured leg.",Fuel Depot,Accident,Yes,Eye irritation from chemical fumes
Alex Payne,Elliot Bennett,27 December 2024,20:10,IT,Exposure to high-voltage wiring led to concussion.,Main Gate Security,Accident,Yes,Foreign object in eye from grinding debris
Rowan Payne,Casey Payne,21 February 2024,02:50,Warehouse,"crane malfunction caused a fuel leak, injuring a contractor.",Electrical Bay,Accident,Yes,Smoke inhalation from fire in electrical bay
Sydney Murray,Rowan Fisher,01 July 2024,05:06,Training & Development,"Worker fell from ladder while painting, resulting in a fractured leg.",Electrical Bay,Accident,Yes,Severe abrasion from slip on deck
Logan Murphy,Drew Clark,08 January 2024,18:33,Health & Safety,"forklift malfunction caused a fuel leak, injuring a contractor.",Cafeteria,Accident,Yes,Concussion from falling object
Taylor Bennett,Rowan Fisher,15 June 2025,16:39,Health & Safety,"Worker fell from ladder while painting, resulting in burns.",Tool Crib,Accident,Yes,Foreign object in eye from grinding debris
Kai Lee,Skyler Murphy,27 January 2024,18:19,Engineering,"forklift malfunction caused electrical fire, injuring a contractor.",Tool Crib,Accident,Yes,Smoke inhalation from fire in electrical bay
Avery Robinson,Elliot Mitchell,27 April 2024,23:12,Engineering,Exposure to high-voltage wiring led to burns.,Dry Dock 1,Accident,Yes,Eye irritation from chemical fumes
Peyton Holmes,Emerson Murray,17 March 2024,22:35,Operations,"Worker fell from ladder while painting, resulting in concussion.",Warehouse B,Accident,Yes,Heat exhaustion from prolonged outdoor work
Cameron Walker,Blake Bennett,06 March 2025,04:28,Training & Development,"forklift malfunction caused a steel beam to drop, injuring a contractor.",Electrical Bay,Accident,Yes,Puncture wound from misplaced tool
Riley Reed,Sydney Cooper,27 July 2025,10:46,Health & Safety,Exposure to toxic fumes led to burns.,Fuel Depot,Accident,Yes,Puncture wound from misplaced tool
Cameron Robinson,Chris Kennedy,21 September 2024,07:24,Engineering,"crane malfunction caused a fuel leak, injuring a contractor.",Dry Dock 2,Accident,Yes,Smoke inhalation from fire in electrical bay
Logan West,Alex West,01 January 2024,00:28,Legal,Exposure to high-voltage wiring led to a fractured leg.,Electrical Bay,Accident,Yes,Severe abrasion from slip on deck
Morgan Clark,Dakota Reed,27 May 2025,22:25,Fleet Management,"forklift malfunction caused a steel beam to drop, injuring a contractor.",Fuel Depot,Accident,Yes,Minor cuts and bruises
Drew Murray,Chris Foster,18 February 2024,08:46,Logistics,Exposure to asbestos led to concussion.,Engineering Workshop,Accident,Yes,Hearing damage from loud machinery
Jordan Bailey,Logan Morgan,12 December 2024,11:40,HR,Exposure to high-voltage wiring led to concussion.,Tool Crib,Accident,Yes,Severe abrasion from slip on deck
Dakota Sullivan,Rowan Clark,15 September 2025,07:31,IT,"Worker fell from ship deck while repairing the hull, resulting in a fractured leg.",Warehouse B,Accident,Yes,Laceration from sharp metal panel
Charlie Reed,Jesse Hughes,14 July 2024,07:21,Fleet Management,"Worker fell from ladder while repairing the hull, resulting in a fractured leg.",Dockyard North,Accident,Yes,Trip hazard fall resulting in bruising
Dakota Davis,Emerson Holmes,08 May 2025,19:31,HR,"Worker fell from ladder while welding, resulting in concussion.",Dockyard South,Accident,Yes,Heat exhaustion from prolonged outdoor work
Sydney Parker,Quinn Sullivan,16 September 2024,16:19,Finance,Exposure to toxic fumes led to burns.,Electrical Bay,Accident,Yes,Fractured wrist from fall on wet surface
Cameron Bailey,Cameron Graham,06 September 2025,21:17,Health & Safety,"Worker fell from ship deck while repairing the hull, resulting in burns.",Maintenance Shed,Accident,Yes,Compressed air injury during maintenance
Rowan Lewis,Morgan Ward,03 November 2024,01:53,Logistics,"Worker fell from ship deck while repairing the hull, resulting in concussion.",Dry Dock 1,Accident,Yes,Hearing damage from loud machinery
Taylor Ward,Morgan Murphy,19 October 2024,04:56,Finance,"crane malfunction caused a steel beam to drop, injuring the operator.",Office - Admin Block,Accident,Yes,Severe abrasion from slip on deck
Elliot Brown,Blake Holmes,17 November 2024,04:34,Health & Safety,"crane malfunction caused a fuel leak, injuring the operator.",Engineering Workshop,Accident,Yes,Chemical burn from solvent exposure
Kai Allen,Sawyer Fisher,31 January 2025,04:39,Security,Exposure to high-voltage wiring led to burns.,Fuel Depot,Accident,Yes,Hearing damage from loud machinery
Sawyer Clark,Frankie Graham,27 February 2025,00:15,Dockyard Operations,"grinder malfunction caused a steel beam to drop, injuring a contractor.",Maintenance Shed,Accident,Yes,Heat exhaustion from prolonged outdoor work
Avery West,Skyler Foster,27 April 2025,13:42,Facilities,"forklift malfunction caused electrical fire, injuring the operator.",Dockyard North,Accident,Yes,Fractured ankle due to fall from scaffolding
Avery Fisher,Reese Foster,27 December 2024,13:23,Quality Assurance,"grinder malfunction caused a fuel leak, injuring a contractor.",Cafeteria,Accident,Yes,Concussion from falling object
Blake Payne,Chris Reed,21 December 2024,14:48,HR,"Worker fell from ship deck while repairing the hull, resulting in a fractured leg.",Engineering Workshop,Accident,Yes,Laceration from sharp metal panel
Harper Lee,Jamie West,12 February 2024,17:50,IT,"crane malfunction caused a fuel leak, injuring the operator.",Fuel Depot,Accident,Yes,Fractured ankle due to fall from scaffolding
Skyler Lewis,Jamie Graham,02 July 2025,01:32,Engineering,"Worker fell from scaffolding while painting, resulting in concussion.",Reception Area,Accident,Yes,Trip hazard fall resulting in bruising
Rowan Hughes,Avery Pearson,03 July 2025,13:06,Quality Assurance,"Worker fell from ship deck while painting, resulting in concussion.",IT Server Room,Accident,Yes,Burn from hot welding equipment
Quinn Murray,Morgan Kennedy,29 March 2024,14:14,Ship Maintenance,Exposure to asbestos led to a fractured leg.,Training Room,Accident,Yes,Concussion from falling object
Charlie Ward,Casey Sullivan,02 September 2025,02:41,Ship Maintenance,"grinder malfunction caused electrical fire, injuring the operator.",Engineering Workshop,Accident,Yes,Minor cuts and bruises
Jesse Bennett,Taylor Smith,15 January 2025,01:08,Logistics,Exposure to asbestos led to concussion.,Fleet Garage,Accident,Yes,Compressed air injury during maintenance
Sydney Fisher,Casey Ward,09 May 2024,07:10,Security,"grinder malfunction caused electrical fire, injuring the operator.",Training Room,Accident,Yes,Concussion from falling object
Jamie West,Jordan Bennett,30 December 2024,01:09,Finance,"Worker fell from ladder while painting, resulting in concussion.",Fleet Garage,Accident,Yes,Back strain from improper lifting
Dakota Lewis,Peyton Hughes,22 November 2024,06:31,Engineering,"Worker fell from ship deck while welding, resulting in concussion.",Training Room,Accident,Yes,Fractured wrist from fall on wet surface
Emerson Bailey,Casey Sullivan,12 September 2025,10:10,IT,"grinder malfunction caused a steel beam to drop, injuring the operator.",Training Room,Accident,Yes,Fractured ankle due to fall from scaffolding
Jamie Fisher,Peyton Sullivan,01 February 2024,20:46,Customer Service,"grinder malfunction caused electrical fire, injuring two workers.",Warehouse A,Accident,Yes,Smoke inhalation from fire in electrical bay
Frankie Payne,Morgan Robinson,16 August 2025,02:30,Finance,"forklift malfunction caused a fuel leak, injuring a contractor.",Dry Dock 2,Accident,Yes,Laceration from sharp metal panel
Charlie Murray,Casey Fisher,07 July 2025,05:32,Health & Safety,Exposure to toxic fumes led to burns.,Paint Shop,Accident,Yes,Electric shock from faulty wiring
Jamie Graham,Taylor Lewis,17 May 2025,21:59,Health & Safety,"Worker fell from ladder while welding, resulting in concussion.",Shipyard Pier,Accident,Yes,Compressed air injury during maintenance
Finley Brown,Harper Lewis,21 January 2025,13:16,Research & Development,Exposure to high-voltage wiring led to concussion.,Electrical Bay,Accident,Yes,Dislocated shoulder during equipment maintenance
Logan Allen,Jordan Brown,03 July 2024,18:11,Facilities,"Worker fell from ladder while painting, resulting in concussion.",Reception Area,Accident,Yes,Heat exhaustion from prolonged outdoor work
Taylor Kennedy,Peyton Smith,18 March 2024,17:57,HR,"grinder malfunction caused a fuel leak, injuring two workers.",Dockyard North,Accident,Yes,Hearing damage from loud machinery
Cameron Bennett,Finley Foster,27 May 2025,12:07,Environmental Services,"forklift malfunction caused a steel beam to drop, injuring the operator.",Electrical Bay,Accident,Yes,Eye irritation from chemical fumes
Quinn Bennett,Casey Kennedy,08 November 2024,11:59,Quality Assurance,"grinder malfunction caused a fuel leak, injuring the operator.",Warehouse A,Accident,Yes,Dislocated shoulder during equipment maintenance
Peyton Bennett,Kai Morgan,16 February 2025,13:17,Security,Exposure to high-voltage wiring led to concussion.,Dockyard South,Accident,Yes,Severe abrasion from slip on deck
Rowan Foster,Drew Lewis,06 March 2025,13:14,Environmental Services,Exposure to toxic fumes led to burns.,Tool Crib,Accident,Yes,Compressed air injury during maintenance
Casey Kennedy,Reese Robinson,25 February 2025,11:44,Communications,"crane malfunction caused electrical fire, injuring a contractor.",Dry Dock 2,Accident,Yes,Electric shock from faulty wiring
Riley Allen,Avery Robinson,22 November 2024,08:00,Security,Exposure to asbestos led to a fractured leg.,Cafeteria,Accident,Yes,Hearing damage from loud machinery
Harper Payne,Riley Clark,22 July 2025,10:31,HR,Exposure to toxic fumes led to a fractured leg.,Reception Area,Accident,Yes,Puncture wound from misplaced tool
Sydney Payne,Chris Walker,11 November 2024,19:45,Operations,"Worker fell from ladder while repairing the hull, resulting in concussion.",Paint Shop,Accident,Yes,Fractured wrist from fall on wet surface
Spencer Lee,Blake Murphy,21 January 2024,23:43,Dockyard Operations,Exposure to toxic fumes led to burns.,Training Room,Accident,Yes,Electric shock from faulty wiring
Charlie Fisher,Emerson Graham,25 March 2024,02:41,Engineering,Exposure to high-voltage wiring led to concussion.,Maintenance Shed,Accident,Yes,Concussion from falling object
Reese Parker,Charlie Davis,03 July 2025,09:06,Communications,"Worker fell from scaffolding while welding, resulting in concussion.",Paint Shop,Accident,Yes,Trip hazard fall resulting in bruising
Charlie Brown,Harper Smith,11 June 2025,00:44,Communications,"forklift malfunction caused electrical fire, injuring the operator.",Paint Shop,Accident,Yes,Heat exhaustion from prolonged outdoor work
Emerson Parker,Drew Bailey,05 July 2024,13:52,Warehouse,"grinder malfunction caused electrical fire, injuring two workers.",Reception Area,Accident,Yes,Back strain from improper lifting
Charlie Cooper,Casey Bennett,12 July 2024,01:33,Logistics,"Worker fell from ship deck while welding, resulting in burns.",Warehouse A,Accident,Yes,Severe abrasion from slip on deck
Blake Brown,Avery Parker,25 August 2025,05:37,Security,"Worker fell from ladder while painting, resulting in burns.",Maintenance Shed,Accident,Yes,Trip hazard fall resulting in bruising
Frankie Allen,Dakota Pearson,04 March 2024,04:18,Engineering,"Worker fell from ship deck while repairing the hull, resulting in burns.",Warehouse B,Accident,Yes,Heat exhaustion from prolonged outdoor work
Dakota Murray,Charlie Graham,29 January 2025,22:35,Logistics,"Worker fell from ship deck while welding, resulting in a fractured leg.",Fuel Depot,Accident,Yes,Concussion from falling object
Chris Cooper,Finley Kennedy,08 July 2025,10:00,Customer Service,Exposure to asbestos led to concussion.,Dry Dock 2,Accident,Yes,Puncture wound from misplaced tool
Spencer Bennett,Frankie Murray,26 February 2025,06:42,Research & Development,"Worker fell from ship deck while welding, resulting in burns.",Dockyard North,Accident,Yes,Laceration from sharp metal panel
Elliot Smith,Morgan West,19 August 2024,02:20,HR,Exposure to asbestos led to burns.,Warehouse B,Accident,Yes,Hearing damage from loud machinery
Avery West,Sydney Sullivan,01 April 2025,13:57,Research & Development,Exposure to asbestos led to burns.,Fleet Garage,Accident,Yes,Hearing damage from loud machinery
Peyton Murphy,Chris Reed,07 January 2025,19:26,Facilities,"Worker fell from scaffolding while repairing the hull, resulting in concussion.",Office - Admin Block,Accident,Yes,Electric shock from faulty wiring
Chris West,Quinn Mitchell,31 August 2024,23:26,Engineering,Exposure to toxic fumes led to burns.,Dockyard North,Accident,Yes,Compressed air injury during maintenance
Casey Pearson,Frankie Smith,29 July 2024,09:48,IT,"forklift malfunction caused a steel beam to drop, injuring the operator.",IT Server Room,Accident,Yes,Heat exhaustion from prolonged outdoor work
Morgan Sullivan,Reese Robinson,31 March 2024,14:37,Ship Maintenance,"forklift malfunction caused a fuel leak, injuring a contractor.",Warehouse A,Accident,Yes,Puncture wound from misplaced tool
Avery Robinson,Jesse Bennett,06 March 2025,04:16,Research & Development,"Worker fell from ship deck while painting, resulting in burns.",Dockyard North,Accident,Yes,Foreign object in eye from grinding debris
Alex Fisher,Peyton Lee,27 July 2024,01:01,Training & Development,"Worker fell from ship deck while welding, resulting in a fractured leg.",Dockyard North,Accident,Yes,Fractured wrist from fall on wet surface
Peyton Brown,Spencer Brown,24 February 2024,17:50,Customer Service,"grinder malfunction caused a fuel leak, injuring the operator.",Shipyard Pier,Accident,Yes,Crush injury to hand from hydraulic press
Harper Brown,Charlie Reed,28 August 2025,05:38,Ship Maintenance,"crane malfunction caused a steel beam to drop, injuring two workers.",Tool Crib,Accident,Yes,Fractured ankle due to fall from scaffolding
Casey Holmes,Alex Murray,19 September 2024,03:50,Environmental Services,"Worker fell from ship deck while repairing the hull, resulting in concussion.",Tool Crib,Accident,Yes,Compressed air injury during maintenance
